Date,Open,High,Low,Close,Adj Close,Volume,ATR,ADX,RSI,MACD,MACD_Signal,Volatility,Max_Drawdown
1996-08-15,662.0499877929688,664.1799926757812,660.6400146484375,662.280029296875,662.280029296875,323950000,,,,,,,
1996-08-16,662.280029296875,666.3400268554688,662.260009765625,665.2100219726562,665.2100219726562,337650000,,,,,,,
1996-08-19,665.2100219726562,667.1199951171875,665.0,666.5800170898438,666.5800170898438,294080000,,,,,,,
1996-08-20,666.5800170898438,666.989990234375,665.1500244140625,665.6900024414062,665.6900024414062,334960000,,,,,,,
1996-08-21,665.6900024414062,665.6900024414062,662.1599731445312,665.0700073242188,665.0700073242188,348820000,,,,,,,
1996-08-22,665.0700073242188,670.6799926757812,664.8800048828125,670.6799926757812,670.6799926757812,354950000,,,,,,,
1996-08-23,670.6799926757812,670.6799926757812,664.9299926757812,667.030029296875,667.030029296875,308010000,,,,,,,
1996-08-26,667.030029296875,667.030029296875,662.3599853515625,663.8800048828125,663.8800048828125,281430000,,,,,,,
1996-08-27,663.8800048828125,666.4000244140625,663.5,666.4000244140625,666.4000244140625,310520000,,,,,,,
1996-08-28,666.4000244140625,667.4099731445312,664.3900146484375,664.8099975585938,664.8099975585938,296440000,,,,,,,
1996-08-29,664.8099975585938,664.8099975585938,655.3499755859375,657.4000244140625,657.4000244140625,321120000,,,,,,,
1996-08-30,657.4000244140625,657.7100219726562,650.52001953125,651.989990234375,651.989990234375,258380000,,,,,,,
1996-09-03,651.989990234375,655.1300048828125,643.969970703125,654.719970703125,654.719970703125,345740000,,,,,,,
1996-09-04,654.719970703125,655.8200073242188,652.9299926757812,655.6099853515625,655.6099853515625,351290000,,,37.61075417028052,,,,
1996-09-05,655.6099853515625,655.6099853515625,648.8900146484375,649.4400024414062,649.4400024414062,361430000,5.462737367745715,,30.136236437424003,,,,
1996-09-06,649.4400024414062,658.2100219726562,649.4400024414062,655.6799926757812,655.6799926757812,348710000,5.804715484214983,,42.56745796999496,,,,
1996-09-09,655.6799926757812,663.77001953125,655.6799926757812,663.760009765625,663.760009765625,311530000,6.032647186739926,,53.985035568228824,,,,
1996-09-10,663.760009765625,665.5700073242188,661.5499877929688,663.8099975585938,663.8099975585938,372960000,5.838338326182795,,54.04590181845944,,,,
1996-09-11,663.8099975585938,667.72998046875,661.7899780273438,667.280029296875,667.280029296875,376880000,5.8478687231546,,58.18116846328282,,,,
1996-09-12,667.280029296875,673.0700073242188,667.280029296875,671.1500244140625,671.1500244140625,398820000,5.84258489181885,,62.2600597660533,,,,
1996-09-13,671.1500244140625,681.3900146484375,671.1500244140625,680.5399780273438,680.5399780273438,488360000,6.23430857713931,,69.92506771273305,,,,
1996-09-16,680.5399780273438,686.47998046875,680.530029296875,683.97998046875,683.97998046875,430080000,6.209533153004509,,72.15617418919796,,,,
1996-09-17,683.97998046875,685.7999877929688,679.9600219726562,682.9400024414062,682.9400024414062,449850000,6.1779792069281685,,70.45450742041709,,,,
1996-09-18,682.9400024414062,683.77001953125,679.75,681.469970703125,681.469970703125,396600000,5.997115633643399,,68.01287987861069,,,,
1996-09-19,681.469970703125,684.0700073242188,679.0599975585938,683.0,683.0,398580000,5.915778591588565,,69.20893994831883,,,,
1996-09-20,683.0,687.0700073242188,683.0,687.030029296875,687.030029296875,519420000,5.766043695447112,,72.16161114404804,4.829763780436792,,,
1996-09-23,687.030029296875,687.030029296875,681.010009765625,686.47998046875,686.47998046875,297760000,5.786353422816485,,71.15862321303395,5.163983393018725,,,
1996-09-24,686.47998046875,690.8800048828125,683.5399780273438,685.6099853515625,685.6099853515625,460150000,5.908965479982238,,69.51290609645481,5.3021873621706845,,,
1996-09-25,685.6099853515625,688.260009765625,684.9199829101562,685.8300170898438,685.8300170898438,451710000,5.7086848191751045,,69.70374625859792,5.364219068330613,,,
1996-09-26,685.8300170898438,690.1500244140625,683.77001953125,685.8599853515625,685.8599853515625,500870000,5.760437962490612,,69.73153731264989,5.3525623846984445,,,
1996-09-27,685.8599853515625,687.1099853515625,683.72998046875,686.1900024414062,686.1900024414062,414760000,5.578819905811692,,70.05727423075506,5.305579417663921,,,
1996-09-30,686.1900024414062,690.1099853515625,686.030029296875,687.3300170898438,687.3300170898438,388570000,5.465552963488785,,71.20987487062487,5.291410629730763,,,
1996-10-01,687.3099975585938,689.5399780273438,684.4400024414062,689.0800170898438,689.0800170898438,421550000,5.4381705717766895,,72.93234036494303,5.348798259260775,,,
1996-10-02,689.0800170898438,694.8200073242188,689.0800170898438,694.010009765625,694.010009765625,440130000,5.460592749061977,,77.09061620363576,5.699049135552741,5.385743537280966,,
1996-10-03,694.010009765625,694.8099975585938,691.780029296875,692.780029296875,692.780029296875,386500000,5.281387835337337,,74.03474667977932,5.8152213414118705,5.481971496558604,,
1996-10-04,692.780029296875,701.739990234375,692.780029296875,701.4600219726562,701.4600219726562,463940000,5.550699735602988,,80.04604313290962,6.491875178187911,5.702932651574017,,
1996-10-07,701.4600219726562,704.1699829101562,701.3900146484375,703.3400268554688,703.3400268554688,380750000,5.349170667466967,,81.06836579619291,7.08858676867635,6.000513043837739,,
1996-10-08,703.3400268554688,705.760009765625,699.8800048828125,700.6400146484375,700.6400146484375,435070000,5.387547992502212,,75.11608592376062,7.2692660228557315,6.269025254534378,,
1996-10-09,700.6400146484375,702.3599853515625,694.4199829101562,696.739990234375,696.739990234375,408450000,5.571047858121301,,67.41622888782823,7.030280431859524,6.428280405615274,,
1996-10-10,696.739990234375,696.8200073242188,693.3400268554688,694.6099853515625,694.6099853515625,394950000,5.421499187899013,,63.582800781991025,6.5998114763172,6.463837680132746,,
1996-10-11,694.6099853515625,700.6699829101562,694.6099853515625,700.6599731445312,700.6599731445312,396050000,5.466942770914426,,68.97846308192544,6.650786173631218,6.502310286428552,,
1996-10-14,700.6599731445312,705.1599731445312,700.6599731445312,703.5399780273438,703.5399780273438,322000000,5.398431654993424,,71.16839422022997,6.835812049419474,6.570547197666865,,
1996-10-15,703.5399780273438,708.0700073242188,699.0700073242188,702.5700073242188,702.5700073242188,458980000,5.652550856279415,,69.39165188429283,6.827569370144829,6.62289463984684,,
1996-10-16,702.5700073242188,704.4199829101562,699.1500244140625,704.4099731445312,704.4099731445312,441410000,5.62566056908133,,70.87693806219025,6.885090965613358,6.6761006849193825,,
1996-10-17,705.0,708.52001953125,704.760009765625,706.989990234375,706.989990234375,478550000,5.519520475344906,,72.86528865888118,7.05114284678109,6.751983992260465,,
1996-10-18,706.989990234375,711.0399780273438,706.1099853515625,710.8200073242188,710.8200073242188,473020000,5.478373643363831,,75.53555238861901,7.397790132179807,6.8823476124130725,,
1996-10-21,710.8200073242188,714.0999755859375,707.7100219726562,709.8499755859375,709.8499755859375,414630000,5.541800012042999,,73.5610981599369,7.50915294441802,7.008640556259443,,
1996-10-22,709.8499755859375,709.8499755859375,704.5499877929688,706.5700073242188,706.5700073242188,410790000,5.525023929285015,,67.16779722455126,7.254851825784385,7.058175211156967,,
1996-10-23,706.5700073242188,707.3099975585938,700.97998046875,707.27001953125,707.27001953125,442170000,5.580720600354506,,67.81079264723893,7.027371892997735,7.051985316574412,,
1996-10-24,707.27001953125,708.25,702.1099853515625,702.2899780273438,702.2899780273438,418970000,5.619320234639714,,58.963628353867215,6.379452722784663,6.916968719534468,,
1996-10-25,702.2899780273438,704.1099853515625,700.530029296875,700.9199829101562,700.9199829101562,367640000,5.478903412161347,,56.7693586852637,5.691774738501863,6.671187093945043,,
1996-10-28,700.9199829101562,705.4000244140625,697.25,697.260009765625,697.260009765625,383620000,5.662417469832734,,51.27913483813498,4.80109061283531,6.296261282735874,,
1996-10-29,697.260009765625,703.25,696.219970703125,701.5,701.5,443890000,5.7561855770752235,,56.52467850790879,4.3815009053282665,5.912567034640976,,
1996-10-30,701.5,703.4400024414062,700.0499877929688,700.9000244140625,700.9000244140625,437770000,5.594259998180857,,55.61224888100675,3.955623215402511,5.5205716873737884,,
1996-10-31,700.9000244140625,706.6099853515625,700.3499755859375,705.27001953125,705.27001953125,482840000,5.6397392884065685,,60.60086434324346,3.920756946078882,5.200212153220512,,
1996-11-01,705.27001953125,708.5999755859375,701.2999877929688,703.77001953125,703.77001953125,465510000,5.752969259109952,,58.18366241686054,3.730509696533886,4.90598026873868,,
1996-11-04,703.77001953125,707.02001953125,702.8400268554688,706.72998046875,706.72998046875,398790000,5.645855594126748,,61.45122628000086,3.7722828186529114,4.679060994750354,,
1996-11-05,706.72998046875,714.5599975585938,706.72998046875,714.1400146484375,714.1400146484375,486660000,5.794376295308565,,68.15906763102561,4.346731032465414,4.612552847747132,,
1996-11-06,714.1400146484375,724.5999755859375,712.8300170898438,724.5900268554688,724.5900268554688,509600000,6.200169012476528,45.37542921293084,74.81483683575463,5.572476562796169,4.80463498797308,,
1996-11-07,724.5900268554688,729.489990234375,722.22998046875,727.6500244140625,727.6500244140625,502530000,6.2720519240227555,46.43600729171437,76.37231718335866,6.710956640693098,5.18605404046615,,
1996-11-08,727.6500244140625,730.8200073242188,725.219970703125,730.8200073242188,730.8200073242188,402320000,6.226525686185771,47.4618832404124,77.89723006804743,7.776965180119305,5.704404482732594,,
1996-11-11,730.8200073242188,732.5999755859375,729.9400024414062,731.8699951171875,731.8699951171875,353960000,5.985167072716617,48.48386494502934,78.39462093301141,8.606426555609232,6.284959618038185,,
1996-11-12,731.8699951171875,733.0399780273438,728.2000122070312,729.5599975585938,729.5599975585938,471740000,5.907745988358307,49.0349460431026,74.426450097296,8.975098597438205,6.823099181132706,,
1996-11-13,729.5599975585938,732.1099853515625,728.030029296875,731.1300048828125,731.1300048828125,429840000,5.784294455151125,49.49963827785538,75.34008059903547,9.285923778795791,7.315745955650914,,
1996-11-14,731.1300048828125,735.989990234375,729.2000122070312,735.8800048828125,735.8800048828125,480350000,5.852160388622465,50.151084990397834,77.91123216238076,9.80004853991943,7.81267252537545,,
1996-11-15,735.8800048828125,741.9199829101562,735.1500244140625,737.6199951171875,737.6199951171875,529100000,5.914045119706241,51.041276672707006,78.7838816522081,10.229035337825394,8.295996483684352,,
1996-11-18,737.6199951171875,739.239990234375,734.3900146484375,737.02001953125,737.02001953125,388520000,5.842352226560108,51.70362575300218,77.64480693085085,10.400835892026066,8.717000180386293,,
1996-11-19,737.02001953125,742.1799926757812,736.8699951171875,742.1599731445312,742.1599731445312,461980000,5.806509655477404,52.45294222263326,80.27582585680359,10.824797414143632,9.138588318939691,,
1996-11-20,742.1599731445312,746.989990234375,740.4000244140625,743.9500122070312,743.9500122070312,497900000,5.859223599693506,53.347135623466244,81.10964830457804,11.17562917530904,9.546018672831988,,
1996-11-21,743.9500122070312,745.2000122070312,741.0800170898438,742.75,742.75,464430000,5.742273796752665,54.173113267511006,78.70750593048129,11.227716280276809,9.882372844611345,,
1996-11-22,742.75,748.72998046875,742.75,748.72998046875,748.72998046875,525210000,5.758248554641908,55.07637744606495,81.6275655440011,11.615648575900195,10.229040070458915,,
1996-11-25,748.72998046875,757.0499877929688,747.989990234375,757.030029296875,757.030029296875,475260000,5.980019076657238,56.179758205244035,84.7530283837167,12.446818528811946,10.67260812700228,,
1996-11-26,757.030029296875,762.1199951171875,752.8300170898438,755.9600219726562,755.9600219726562,527380000,6.202229730595763,57.334119447616125,82.79753730461744,12.871000720859229,11.112296451150952,,
1996-11-27,755.9600219726562,757.2999877929688,753.1799926757812,755.0,755.0,377780000,6.06250636588866,58.407167284320224,80.99193746309365,12.980227666461133,11.485889359333193,,
1996-11-29,755.0,758.27001953125,755.0,757.02001953125,757.02001953125,14990000,5.875204879348655,59.431333586955816,81.88700034251032,13.07848412967246,11.804412859520353,,
1996-12-02,757.02001953125,757.030029296875,751.489990234375,756.5599975585938,756.5599975585938,412520000,5.852733319569372,59.74635606885295,80.95212939876896,12.969757315502648,12.037484411923497,,
1996-12-03,756.5599975585938,761.75,747.5800170898438,748.280029296875,748.280029296875,516160000,6.410160935404139,60.1956684473271,66.28384914259263,12.077840422039799,12.0455556876729,,
1996-12-04,748.280029296875,748.4000244140625,738.4600219726562,745.0999755859375,745.0999755859375,498240000,6.64664955075659,59.3549169178314,61.66256200431691,10.988279115610567,11.8340988280377,,
1996-12-05,745.0999755859375,747.6500244140625,742.6099853515625,744.3800048828125,744.3800048828125,483710000,6.539047087307413,58.56892719609643,60.631887870156476,9.952081147045192,11.457693091368798,,
1996-12-06,744.3800048828125,744.3800048828125,726.8900146484375,739.5999755859375,739.5999755859375,500860000,7.272258688406829,56.27383097185626,54.15936234757804,8.646253864019172,10.895402616175831,,
1996-12-09,739.5999755859375,749.760009765625,739.5999755859375,749.760009765625,749.760009765625,381570000,7.465551798997636,54.41145044494194,63.16113792475616,8.33364222980913,10.383048621958615,,
1996-12-10,749.760009765625,753.4299926757812,747.02001953125,747.5399780273438,747.5399780273438,446120000,7.394915644200231,52.850510533523995,60.371436411296635,7.816930135204416,9.869823388444921,,
1996-12-11,747.5399780273438,747.5399780273438,732.75,740.72998046875,740.72998046875,494210000,7.889647172672624,50.376727507750815,52.684348273310356,6.780603915081201,9.251978014326426,,
1996-12-12,740.72998046875,744.8599853515625,729.2999877929688,729.2999877929688,729.2999877929688,492920000,8.402675702237092,47.853719791801446,42.82752429834532,4.980917863098057,8.397764347732458,,
1996-12-13,729.3300170898438,731.4000244140625,721.969970703125,728.6400146484375,728.6400146484375,458540000,8.47137652371335,45.337274735903485,42.33500864650765,3.4615803974304526,7.410526044733761,,
1996-12-16,728.6400146484375,732.6799926757812,719.4000244140625,720.97998046875,720.97998046875,447560000,8.792861920533653,43.10076731291198,37.01444721919061,1.6214806116530553,6.25271553864607,,
1996-12-17,720.97998046875,727.6699829101562,716.6900024414062,726.0399780273438,726.0399780273438,519840000,8.939057167042018,41.13039841238371,42.18353193239756,0.5645297828000366,5.115077271684497,,
1996-12-18,726.0399780273438,732.760009765625,726.0399780273438,731.5399780273438,731.5399780273438,500490000,8.790755408941592,38.994429652166644,47.25092526979919,0.16829131784527362,4.125719304629076,,
1996-12-19,731.5399780273438,746.0599975585938,731.5399780273438,745.760009765625,745.760009765625,526410000,9.173589933606936,37.40859520045354,57.5984668083811,0.9891785234079862,3.4984107546168994,,
1996-12-20,745.760009765625,755.4099731445312,745.760009765625,748.8699951171875,748.8699951171875,654340000,9.205416722525436,36.29079721950919,59.471004769077275,1.8689055643766324,3.172509552911646,,
1996-12-23,748.8699951171875,750.4000244140625,743.280029296875,746.9199829101562,746.9199829101562,343280000,9.066108532634663,35.10412395142082,57.74891198694811,2.3814165755632075,3.014290893880063,,
1996-12-24,746.9199829101562,751.030029296875,746.9199829101562,751.030029296875,751.030029296875,165140000,8.735083223292593,34.012013209902406,60.35468859261586,3.083421039045902,3.028116927356747,,
1996-12-26,751.030029296875,757.0700073242188,751.02001953125,755.8200073242188,755.8200073242188,254630000,8.55576280085431,33.236622644727525,63.20297387630862,3.980106492972027,3.2185148894330395,,
1996-12-27,755.8200073242188,758.75,754.8200073242188,756.7899780273438,756.7899780273438,253810000,8.246873204764539,32.575791221382,63.77060025576497,4.714594136576011,3.517730800406777,,
1996-12-30,756.7899780273438,759.2000122070312,752.72998046875,753.8499755859375,753.8499755859375,339060000,8.128236107440767,31.815226002755885,60.7135053956025,5.001925162773205,3.8145697217250425,,
1996-12-31,753.8499755859375,753.9500122070312,740.739990234375,740.739990234375,740.739990234375,399760000,8.467504932563237,30.402910987982413,49.35207470682546,4.124823015052016,3.87662038855881,,
1997-01-02,740.739990234375,742.8099975585938,729.5499877929688,737.010009765625,737.010009765625,463230000,8.787430441226238,29.063562129779747,46.675812645009294,3.093238862716248,3.7199440668903545,,
1997-01-03,737.010009765625,748.239990234375,737.010009765625,748.030029296875,748.030029296875,452970000,8.950469345781018,27.544674639264656,54.522406723386915,3.128426396135751,3.6016405227723802,,
1997-01-06,748.030029296875,753.3099975585938,743.8200073242188,747.6500244140625,747.6500244140625,531350000,8.986479094281663,26.318297115915584,54.22608961689089,3.0900406285128383,3.4993205370241185,,
1997-01-07,747.6500244140625,753.260009765625,742.1799926757812,753.22998046875,753.22998046875,538220000,9.126199267234407,25.081498952338897,57.84867954321456,3.469686682366273,3.493393765772978,,
1997-01-08,753.22998046875,755.719970703125,747.7100219726562,748.4099731445312,748.4099731445312,557510000,9.051707439470665,24.0240579095091,53.88183534537797,3.34323385461812,3.4633617822465497,,
1997-01-09,748.4099731445312,757.6799926757812,748.4099731445312,754.8499755859375,754.8499755859375,555370000,9.06627529121143,23.11366550946857,58.02355210721113,3.719606253454799,3.514610678256734,,
1997-01-10,754.8499755859375,759.6500244140625,746.9199829101562,759.5,759.5,545850000,9.310741139978907,22.34174602040549,60.7635602759838,4.342910433301654,3.68027063383909,,
1997-01-13,759.5,762.8499755859375,756.6900024414062,759.510009765625,759.510009765625,445400000,9.100517567217068,21.75849218586719,60.769496679471146,4.782556081960365,3.900727728332269,,
1997-01-14,759.510009765625,772.0399780273438,759.510009765625,768.8599853515625,768.8599853515625,531600000,9.32932271529702,21.59268244159674,65.9515555799337,5.818154583144974,4.28421310607041,,
1997-01-15,768.8599853515625,770.9500122070312,763.719970703125,767.2000122070312,767.2000122070312,524990000,9.189270599712135,21.435728869390108,64.32695454970568,6.4308272057477325,4.713535932074255,,
1997-01-16,767.2000122070312,772.0499877929688,765.25,769.75,769.75,537290000,9.029878820625749,21.334316346190395,65.72376203237773,7.040918826885786,5.179012516300087,,
1997-01-17,769.75,776.3699951171875,769.719970703125,776.1699829101562,776.1699829101562,534640000,8.871123081209015,21.424363223496933,69.01341807900602,7.950686620989586,5.733347342252642,,
1997-01-20,776.1699829101562,780.0800170898438,774.1900024414062,776.7000122070312,776.7000122070312,440470000,8.672267037988892,21.666119192178364,69.27559323550986,8.61512907085546,6.3097036921443,,
1997-01-21,776.7000122070312,783.719970703125,772.0,782.719970703125,782.719970703125,571280000,8.8755574681205,22.041498955807484,72.15704584122028,9.517651779530297,6.951293313336048,,
1997-01-22,782.719970703125,786.22998046875,779.5599975585938,786.22998046875,786.22998046875,589230000,8.72844474322762,22.497440826037813,73.70547996460651,10.396238411062313,7.64028233607248,,
1997-01-23,786.22998046875,794.6699829101562,776.6400146484375,777.5599975585938,777.5599975585938,685070000,9.348839231876159,23.229277265806246,64.20699450175275,10.274602748584698,8.167146420527137,,
1997-01-24,777.5599975585938,778.2100219726562,768.1699829101562,770.52001953125,770.52001953125,542920000,9.394939535862468,23.35055678346203,57.704203714868825,9.500705380952581,8.433858213402836,,
1997-01-27,770.52001953125,771.4299926757812,764.1799926757812,765.02001953125,765.02001953125,445760000,9.251884728762633,23.21305765071336,53.17327798005179,8.347420611059192,8.416570692893112,,
1997-01-28,765.02001953125,776.3200073242188,761.75,765.02001953125,765.02001953125,541580000,9.606562387860947,23.27293540332656,53.1732779800518,7.348722128037252,8.20300097951677,,
1997-01-29,765.02001953125,772.7000122070312,765.02001953125,772.5,772.5,498390000,9.478078373087763,23.329698567154328,58.33355567498999,7.079139579177308,7.978228699107738,,
1997-01-30,772.5,784.1699829101562,772.5,784.1699829101562,784.1699829101562,524160000,9.624254223409688,23.800806912325083,64.84302084000689,7.7180856322102045,7.926200085665061,,
1997-01-31,784.1699829101562,791.8599853515625,784.1699829101562,786.1599731445312,786.1599731445312,578550000,9.49526384586943,24.49310164045938,65.82352961204234,8.289455685340158,7.9988512056706496,,
1997-02-03,786.1599731445312,787.1400146484375,783.1199951171875,786.72998046875,786.72998046875,463600000,9.130141198207363,25.07649357231829,66.11504469052383,8.688107698864542,8.136702504416547,,
1997-02-04,786.72998046875,789.280029296875,783.6799926757812,789.260009765625,789.260009765625,506530000,8.894736891467797,25.702452684549108,67.44248458951995,9.10323771212677,8.330009546078761,,
1997-02-05,789.260009765625,792.7100219726562,773.4299926757812,778.280029296875,778.280029296875,580520000,9.587265450507424,25.62414869099588,57.00528939806315,8.448917226416484,8.353791082158134,,
1997-02-06,778.280029296875,780.3499755859375,774.4500122070312,780.1500244140625,780.1500244140625,519660000,9.34138707924854,25.54987532684721,58.19196918493729,7.989150131406632,8.280862891978819,,
1997-02-07,780.1500244140625,789.719970703125,778.1900024414062,789.5599975585938,789.5599975585938,540910000,9.487324750655354,25.82288209204605,63.63166405934372,8.288487729762778,8.282387859536096,,
1997-02-10,789.5599975585938,793.4600219726562,784.6900024414062,785.4299926757812,785.4299926757812,471590000,9.439494534769413,26.208761510468538,59.94515121134324,8.099117413577574,8.245733770335057,,
1997-02-11,785.4299926757812,789.5999755859375,780.9500122070312,789.5900268554688,789.5900268554688,483090000,9.3868489870867,26.32571406250185,62.313569946487924,8.190286037252804,8.234644223716346,,
1997-02-12,789.5900268554688,802.77001953125,789.5900268554688,802.77001953125,802.77001953125,563890000,9.639770688157691,26.86388923098834,68.64028714490203,9.2197123513846,8.431657849282102,,
1997-02-13,802.77001953125,812.9299926757812,802.77001953125,811.8200073242188,811.8200073242188,593710000,9.67445667010524,27.65255159885951,72.10336851255309,10.643071727883466,8.873940625060035,,
1997-02-14,811.8200073242188,812.2000122070312,808.1500244140625,808.47998046875,808.47998046875,491540000,9.299433366024118,28.400929480622377,69.0717287614803,11.370521233210866,9.373256746742278,,
1997-02-18,808.47998046875,816.2899780273438,806.3400268554688,816.2899780273438,816.2899780273438,474110000,9.342807557551456,29.22245480017096,72.03284804941161,12.433871942103792,9.985379785865653,,
1997-02-19,816.2899780273438,817.6799926757812,811.2000122070312,812.489990234375,812.489990234375,519350000,9.151926386313619,30.040406151751338,68.59181729732279,12.822163287862054,10.552736486302805,,
1997-02-20,812.489990234375,812.489990234375,800.3499755859375,802.7999877929688,802.7999877929688,492220000,9.351157629822078,30.08421254273732,60.63713224215851,12.207295933507112,10.883648375761336,,
1997-02-21,802.7999877929688,804.9400024414062,799.989990234375,801.77001953125,801.77001953125,478450000,9.057713073651978,30.102335377672055,59.84271870706248,11.504287422780862,11.007776185170545,,
1997-02-24,801.77001953125,810.6400146484375,798.4199829101562,810.280029296875,810.280029296875,462450000,9.26855769648219,30.312485922072103,64.03524666124216,11.50123238664321,11.106467425468452,,
1997-02-25,810.280029296875,812.8499755859375,807.6500244140625,812.030029296875,812.030029296875,527450000,8.99728918838918,30.586212781600295,64.84799197958434,11.507366841554926,11.18664730868794,,
